"http://www.piluli.kharkov.ua/drugs/drug/relief/";"Релиф :: Инструкция :: Цена :: Описание препарата";"175";"";"rub";"лек_средства:основной";"175";"1 лек_средства:основной";"1512648594";"175";"175rub=80%  "
"https://health.mail.ru/drug/relif_1/";"РЕЛИФ свечи - инструкция по применению, отзывы, описание, форма выпуска, фото упаковки, побочные эффекты, противопоказания, цена, купить препарат в аптеках - Здоровье Mail.Ru";"434";"";"rub";"лек_средства:основной";"434";"1 лек_средства:основной";"1512648595";"434";"434rub=80%  "
"http://medside.ru/relif";"Мазь и свечи Релиф: инструкция, цена, отзывы при геморрое. Использование при беременности на Medside.ru";"365";"";"rub";"лек_средства:основной";"365";"1 лек_средства:основной";"1512648695";"365";"365rub=40%  384rub=25%  418rub=14%  "
"https://www.asna.ru/lekarstva/protivogemorroidalnye_sredstva/relif_pro_n12_suppozitorii_rektalnye_bayer_healthcare_manufacturing_srl.html?utm_source=www.poisklekarstv.com&utm_medium=aggregator";"Купить релиф про от 348 руб   в аптеках Москвы. Противогеморроидальные средства заказать лекарства";"348";"";"rub";"лек_средства:основной";"348";"1 лек_средства:основной";"1512648696";"348";"348rub=64%  347,8rub=7%  448rub=7%  "
"https://www.asna.ru/lekarstva/protivogemorroidalnye_sredstva/relif_ultra/relif_ultra_n12_suppozitorii_sagmel_inc.html?utm_source=www.poisklekarstv.com&utm_medium=aggregator";"Купить релиф ультра от 392 руб   в аптеках Москвы. Противогеморроидальные средства заказать лекарства";"392";"";"rub";"лек_средства:основной";"392";"1 лек_средства:основной";"1512648697";"392";"392rub=64%  391,6rub=7%  487rub=7%  "
"https://www.poisklekarstv.com/relif-svechi/moskva";"Релиф свечи цена в аптеках Москвы - Поиск лекарств";"347";"";"rub";"лек_средства:основной";"347";"1 лек_средства:основной";"1512648698";"347";"347rub=29%  391rub=19%  35352879rub=16%  165rub=15%  "
"https://www.piluli.ru/product888336/product_info.html";"Релиф Про суппозитории ректальные 40 мг+1 мг  12 шт. купить в Москве, цена в интернет-аптеке 587 руб.: инструкция по применению, отзывы, описание, состав. Заказать Средства для лечения геморроя, доставка на дом круглосуточно";"587";"";"rub";"лек_средства:основной";"587";"1 лек_средства:основной";"1512648699";"587";"587rub=69%  50rub=7%  374rub=3%  "
"https://aptekamos.ru/kupit/relif-supp-5mg";"Релиф купить. Цены на Релиф. Релиф суппозитории 5мг №12 инструкция по применению. Релиф суппозитории 5мг №12 описание.";"755";"";"rub";"лек_средства:основной";"755";"1 лек_средства:основной";"1512648700";"755";"755rub=46%  327rub=33%  "
"https://003ms.ru/catalog/lekarstvennye-sredstva/serdechno-sosudistaya-sistema/relif";"Релиф - цена в Москве от 180 руб., купить";"180";"";"rub";"лек_средства:основной";"180";"1 лек_средства:основной";"1512648701";"180";"180rub=71%  427rub=4%  320,5rub=2%  332rub=2%  "
"https://elixir.farm/lekarstva/relif/";"РЕЛИФ - инструкция по применению, отзывы, цена, аналоги дешевле, состав, купить в Москве в интернет аптеке";"240";"";"rub";"лек_средства:основной";"240";"1 лек_средства:основной";"1512648702";"240";"240rub=10%  388rub=5%  477rub=3%  2999rub=3%  426rub=2%  480rub=2%  110rub=1%  113rub=1%  1140rub=1%  117rub=1%  1215rub=1%  1233rub=1%  1255rub=1%  1375rub=1%  137rub=1%  1423rub=1%  173rub=1%  190rub=1%  1985rub=1%  1990rub=1%  204rub=1%  215rub=1%  218rub=1%  2250rub=1%  228rub=1%  238rub=1%  2450rub=1%  2495rub=1%  263rub=1%  270rub=1%  330rub=1%  370rub=1%  387rub=1%  392rub=1%  395rub=1%  405rub=1%  412rub=1%  415rub=1%  441rub=1%  450rub=1%  451rub=1%  458rub=1%  478rub=1%  485rub=1%  500rub=1%  563rub=1%  595rub=1%  696rub=1%  760rub=1%  785rub=1%  930rub=1%  96,5rub=1%  "
"http://www.maksavit.ru/catalog/p/6219/";"РЕЛИФ свечи рект. № 12 - Максавит";"364,5";"";"rub";"лек_средства:основной";"364,5";"1 лек_средства:основной";"1512648703";"364,5";"364,5rub=80%  "
"https://apteka.ru/preparation/relif/";"Релиф цена в Москве от 334 руб., купить Релиф, отзывы и инструкция по применению, аналоги";"334";"";"rub";"лек_средства:основной";"334";"1 лек_средства:основной";"1512648704";"334";"334rub=64%  427rub=15%  "
"http://www.zdravzona.ru/product/relif-pro-suppozitorii-rektalnyje-12/";"Релиф про суппозитории ректальные №12 - цена, купить  в аптеке, Релиф про суппозитории ректальные №12 инструкция по применения, отзывы - заказать с доставкой в ЗдравЗоне";"584";"";"rub";"лек_средства:основной";"584";"1 лек_средства:основной";"1512648716";"584";"584rub=43%  485rub=20%  493rub=16%  "
"https://www.eapteka.ru/goods/id100392/";"Релиф, свечи ректальные, 12 шт. - купить, цена и отзывы, Релиф, свечи ректальные, 12 шт. инструкция по применению, дешевые аналоги, описание, заказать в Москве с доставкой на дом";"342";"";"rub";"лек_средства:основной";"342";"1 лек_средства:основной";"1512648717";"342";"342rub=80%  "
"http://gemors.ru/gemorroj/analogi-relifa.html";"Дешевые аналоги мази и свечей Релиф от геморроя: отзывы, инструкция";"340";"";"rub";"лек_средства:основной";"340";"1 лек_средства:основной";"1512648718";"340";"340rub=20%  290rub=12%  380rub=12%  330rub=10%  370rub=8%  550rub=8%  420rub=6%  "
"http://evropharm.ru/Products/relif-advans-n12-supp.aspx";"Релиф адванс суппозитории ректальные N12 - купить в Москве: цена и отзывы, инструкция по применению, описание, состав. Заказать Релиф адванс суппозитории ректальные N12 с доставкой на дом";"480";"";"rub";"лек_средства:основной";"480";"1 лек_средства:основной";"1512648719";"480";"480rub=34%  430rub=13%  630rub=13%  550rub=11%  390rub=7%  "
"http://evropharm.ru/Products/relif-svechi-n12.aspx";"Релиф суппозитории ректальные N12 - купить в Москве: цена и отзывы, инструкция по применению, описание, состав. Заказать Релиф суппозитории ректальные N12 с доставкой на дом";"430";"";"rub";"лек_средства:основной";"430";"1 лек_средства:основной";"1512648720";"430";"430rub=27%  480rub=19%  550rub=14%  630rub=7%  340rub=4%  590rub=4%  210rub=2%  "
"http://evropharm.ru/Products/relif-uljtra-n12-supp-rektaljnie.aspx";"Релиф ультра суппозитории ректальные N12 - купить в Москве: цена и отзывы, инструкция по применению, описание, состав. Заказать Релиф ультра суппозитории ректальные N12 с доставкой на дом";"550";"";"rub";"лек_средства:основной";"550";"1 лек_средства:основной";"1512648721";"550";"550rub=25%  430rub=22%  480rub=16%  340rub=6%  399rub=6%  630rub=3%  "
"http://evropharm.ru/products/relif-pro-suppozitorii-n12.aspx";"Релиф про суппозитории n12 - купить в Москве: цена и отзывы, инструкция по применению, описание, состав. Заказать Релиф про суппозитории n12 с доставкой на дом";"630";"";"rub";"лек_средства:основной";"630";"1 лек_средства:основной";"1512648722";"630";"630rub=20%  480rub=19%  550rub=14%  430rub=8%  199rub=4%  260rub=4%  340rub=4%  390rub=2%  "
"https://www.piluli.ru/product888336/product_info.html";"Релиф Про суппозитории ректальные 40 мг+1 мг  12 шт. купить в Москве, цена в интернет-аптеке 587 руб.: инструкция по применению, отзывы, описание, состав. Заказать Средства для лечения геморроя, доставка на дом круглосуточно";"587";"";"rub";"лек_средства:основной";"587";"1 лек_средства:основной";"1512652899";"587";"587rub=61%  128rub=6%  467rub=4%  374rub=3%  668rub=3%  123rub=1%  "
"https://www.piluli.ru/product/relif";"Релиф свечи, Релиф мазь, Релиф инструкция по применению цена - Интернет-аптека в Москве";"539";"";"rub";"лек_средства:основной";"539";"1 лек_средства:основной";"1512652900";"539";"539rub=24%  128rub=20%  348rub=20%  469rub=10%  694rub=6%  "
"http://www.piluli.kharkov.ua/drugs/drug/relief/";"Релиф :: Инструкция :: Цена :: Описание препарата";"175";"";"rub";"лек_средства:основной";"175";"1 лек_средства:основной";"1512652901";"175";"175rub=80%  "
"https://www.eapteka.ru/goods/drugs/haemorrhoids/relif_bayer/";"Релиф - купить, цена, доставка и отзывы, Релиф инструкция по применению, дешевые аналоги, описание, заказать в Москве с доставкой на дом";"342";"";"rub";"лек_средства:основной";"342";"1 лек_средства:основной";"1512652902";"342";"342rub=44%  355rub=10%  111rub=5%  144rub=5%  158rub=5%  176rub=5%  519rub=5%  "
"https://health.mail.ru/drug/relif_1/";"РЕЛИФ свечи - инструкция по применению, отзывы, описание, форма выпуска, фото упаковки, побочные эффекты, противопоказания, цена, купить препарат в аптеках - Здоровье Mail.Ru";"434";"";"rub";"лек_средства:основной";"434";"1 лек_средства:основной";"1512652903";"434";"434rub=80%  "
"http://medside.ru/relif";"Мазь и свечи Релиф: инструкция, цена, отзывы при геморрое. Использование при беременности на Medside.ru";"365";"";"rub";"лек_средства:основной";"365";"1 лек_средства:основной";"1512652944";"365";"365rub=40%  384rub=25%  418rub=14%  "
"https://www.asna.ru/lekarstva/protivogemorroidalnye_sredstva/relif_pro_n12_suppozitorii_rektalnye_bayer_healthcare_manufacturing_srl.html?utm_source=www.poisklekarstv.com&utm_medium=aggregator";"Купить релиф про от 348 руб   в аптеках Москвы. Противогеморроидальные средства заказать лекарства";"348";"";"rub";"лек_средства:основной";"348";"1 лек_средства:основной";"1512652945";"348";"348rub=64%  347,8rub=7%  448rub=7%  "
"https://www.asna.ru/lekarstva/protivogemorroidalnye_sredstva/relif_ultra/relif_ultra_n12_suppozitorii_sagmel_inc.html?utm_source=www.poisklekarstv.com&utm_medium=aggregator";"Купить релиф ультра от 392 руб   в аптеках Москвы. Противогеморроидальные средства заказать лекарства";"392";"";"rub";"лек_средства:основной";"392";"1 лек_средства:основной";"1512652946";"392";"392rub=64%  391,6rub=7%  487rub=7%  "
"https://www.poisklekarstv.com/relif-svechi/moskva";"Релиф свечи цена в аптеках Москвы - Поиск лекарств";"347";"";"rub";"лек_средства:основной";"347";"1 лек_средства:основной";"1512652947";"347";"347rub=29%  391rub=19%  35352879rub=16%  165rub=15%  "
"https://aptekamos.ru/kupit/relif-supp-5mg";"Релиф купить. Цены на Релиф. Релиф суппозитории 5мг №12 инструкция по применению. Релиф суппозитории 5мг №12 описание.";"755";"";"rub";"лек_средства:основной";"755";"1 лек_средства:основной";"1512652948";"755";"755rub=46%  327rub=33%  "
"https://003ms.ru/catalog/lekarstvennye-sredstva/serdechno-sosudistaya-sistema/relif";"Релиф - цена в Москве от 180 руб., купить";"180";"";"rub";"лек_средства:основной";"180";"1 лек_средства:основной";"1512652949";"180";"180rub=71%  414,2rub=4%  320,5rub=2%  332rub=2%  "
"https://elixir.farm/lekarstva/relif/";"РЕЛИФ - инструкция по применению, отзывы, цена, аналоги дешевле, состав, купить в Москве в интернет аптеке";"240";"";"rub";"лек_средства:основной";"240";"1 лек_средства:основной";"1512652950";"240";"240rub=10%  388rub=5%  477rub=3%  2999rub=3%  426rub=2%  480rub=2%  110rub=1%  113rub=1%  1140rub=1%  117rub=1%  1215rub=1%  1233rub=1%  1255rub=1%  1375rub=1%  137rub=1%  1423rub=1%  173rub=1%  190rub=1%  1985rub=1%  1990rub=1%  204rub=1%  215rub=1%  218rub=1%  2250rub=1%  228rub=1%  238rub=1%  2450rub=1%  2495rub=1%  263rub=1%  270rub=1%  330rub=1%  370rub=1%  387rub=1%  392rub=1%  395rub=1%  405rub=1%  412rub=1%  415rub=1%  441rub=1%  450rub=1%  451rub=1%  458rub=1%  478rub=1%  485rub=1%  500rub=1%  563rub=1%  595rub=1%  696rub=1%  760rub=1%  785rub=1%  930rub=1%  96,5rub=1%  "
"http://www.maksavit.ru/catalog/p/6219/";"РЕЛИФ свечи рект. № 12 - Максавит";"364,5";"";"rub";"лек_средства:основной";"364,5";"1 лек_средства:основной";"1512652951";"364,5";"364,5rub=80%  "
"https://apteka.ru/preparation/relif/";"Релиф цена в Москве от 334 руб., купить Релиф, отзывы и инструкция по применению, аналоги";"334";"";"rub";"лек_средства:основной";"334";"1 лек_средства:основной";"1512652952";"334";"334rub=64%  427rub=15%  "
"http://www.zdravzona.ru/product/relif-pro-suppozitorii-rektalnyje-12/";"Релиф про суппозитории ректальные №12 - цена, купить  в аптеке, Релиф про суппозитории ректальные №12 инструкция по применения, отзывы - заказать с доставкой в ЗдравЗоне";"584";"";"rub";"лек_средства:основной";"584";"1 лек_средства:основной";"1512652953";"584";"584rub=43%  485rub=20%  480rub=16%  "
"https://www.eapteka.ru/goods/id100392/";"Релиф, свечи ректальные, 12 шт. - купить, цена и отзывы, Релиф, свечи ректальные, 12 шт. инструкция по применению, дешевые аналоги, описание, заказать в Москве с доставкой на дом";"342";"";"rub";"лек_средства:основной";"342";"1 лек_средства:основной";"1512652969";"342";"342rub=80%  "
"http://evropharm.ru/Products/relif-advans-n12-supp.aspx";"Релиф адванс суппозитории ректальные N12 - купить в Москве: цена и отзывы, инструкция по применению, описание, состав. Заказать Релиф адванс суппозитории ректальные N12 с доставкой на дом";"480";"";"rub";"лек_средства:основной";"480";"1 лек_средства:основной";"1512652970";"480";"480rub=34%  430rub=13%  630rub=13%  550rub=11%  390rub=7%  "
"http://evropharm.ru/Products/relif-svechi-n12.aspx";"Релиф суппозитории ректальные N12 - купить в Москве: цена и отзывы, инструкция по применению, описание, состав. Заказать Релиф суппозитории ректальные N12 с доставкой на дом";"430";"";"rub";"лек_средства:основной";"430";"1 лек_средства:основной";"1512652971";"430";"430rub=27%  480rub=19%  550rub=14%  630rub=7%  340rub=4%  590rub=4%  210rub=2%  "
"http://evropharm.ru/Products/relif-uljtra-n12-supp-rektaljnie.aspx";"Релиф ультра суппозитории ректальные N12 - купить в Москве: цена и отзывы, инструкция по применению, описание, состав. Заказать Релиф ультра суппозитории ректальные N12 с доставкой на дом";"550";"";"rub";"лек_средства:основной";"550";"1 лек_средства:основной";"1512652972";"550";"550rub=25%  430rub=22%  480rub=16%  340rub=6%  399rub=6%  630rub=3%  "
"http://evropharm.ru/products/relif-pro-suppozitorii-n12.aspx";"Релиф про суппозитории n12 - купить в Москве: цена и отзывы, инструкция по применению, описание, состав. Заказать Релиф про суппозитории n12 с доставкой на дом";"630";"";"rub";"лек_средства:основной";"630";"1 лек_средства:основной";"1512652973";"630";"630rub=20%  480rub=19%  550rub=14%  430rub=8%  199rub=4%  260rub=4%  340rub=4%  390rub=2%  "
"http://gemors.ru/gemorroj/analogi-relifa.html";"Дешевые аналоги мази и свечей Релиф от геморроя: отзывы, инструкция";"340";"";"rub";"лек_средства:основной";"340";"1 лек_средства:основной";"1512652974";"340";"340rub=20%  290rub=12%  380rub=12%  330rub=10%  370rub=8%  550rub=8%  420rub=6%  "
"http://1gem.ru/medicina/proktoleks.html";"Проктолекс: инструкция по применению, реальные отзывы, это развод";"990";"";"rub";"лек_средства:основной";"990";"1 лек_средства:основной";"1512652975";"990";"990rub=80%  "
"http://1gem.ru/medicina/maz";"Мазь от геморроя: перечень недорогих и эффективных, цены";"160";"";"rub";"лек_средства:основной";"160";"1 лек_средства:основной";"1512652976";"160";"160rub=45%  350rub=17%  370rub=17%  "
"http://1gem.ru/medicina/cvecha";"Свечи от геморроя: перечень недорогих и эффективных, отзывы";"200";"";"rub";"лек_средства:основной";"200";"1 лек_средства:основной";"1512652977";"200";"200rub=47%  110rub=18%  180rub=14%  "
"https://wer.ru/catalog/relif_svechi_n12/";"Релиф суппозитории (свечи) 5 мг 12 шт. - цена 365 руб.,  состав, инструкция по применению, отзывы, описание, доставка по Москве и РФ";"365";"";"rub";"лек_средства:основной";"365";"1 лек_средства:основной";"1512652978";"365";"365rub=75%  2490rub=4%  "
"https://www.piluli.ru/product888336/product_info.html";"Релиф Про суппозитории ректальные 40 мг+1 мг  12 шт. купить в Москве, цена в интернет-аптеке 587 руб.: инструкция по применению, отзывы, описание, состав. Заказать Средства для лечения геморроя, доставка на дом круглосуточно";"587";"";"rub";"лек_средства:основной";"587";"1 лек_средства:основной";"1512680545";"587";"587rub=57%  128rub=8%  374rub=7%  424rub=4%  467rub=2%  "
"https://www.piluli.ru/product/relif";"Релиф свечи, Релиф мазь, Релиф инструкция по применению цена - Интернет-аптека в Москве";"128";"";"rub";"лек_средства:основной";"128";"1 лек_средства:основной";"1512680546";"128";"128rub=27%  494rub=21%  348rub=18%  259rub=7%  469rub=5%  "
